epoch,loss_train,loss_val
1,0.0484598774137427,0.0403477761607903
2,0.0460673654936944,0.0405422168282362
3,0.0405089158896892,0.039865298053393
4,0.0398799409992854,0.0397295404512148
5,0.0397345823583514,0.0396731620988784
6,0.0403798625353207,0.0399722673763067
7,0.0399162215521823,0.0398175075459174
8,0.0397825182464042,0.0396624228511101
9,0.0396805022007211,0.0395807569416669
10,0.039621986373141,0.0395394472930675
11,0.0498845342839332,0.0400073645779719
12,0.0400124115364696,0.0399837980094628
13,0.0400027385029188,0.0399905840555826
14,0.0399898406864527,0.0399733649041408
15,0.0399708665598312,0.0399400937633636
16,0.0398138550859,0.0397262970606486
17,0.0396848388792189,0.0396041438365593
18,0.0396165137277013,0.0395381941627233
19,0.0395695654887439,0.0395016908072508
20,0.0395325935706298,0.0394001240149522
21,0.0394960979077001,0.0393913309925641
22,0.0394523980429713,0.0393215589798413
23,0.0394073673519852,0.0392607781940545
24,0.0393772426949911,0.0392363515610878
25,0.0393350653001826,0.0392137388579356
26,0.0392977498432281,0.0390973143661633
27,0.0392684314370365,0.0390652783979208
28,0.0392410823383219,0.0390182009492165
29,0.0392242336164032,0.0392857641936876
30,0.0392023344792997,0.039006752654528
31,0.0391853340101631,0.0389724504680205
32,0.03917103134168,0.0389632831972378
33,0.0391517091453706,0.038963372604205
34,0.0391466754463165,0.0390666532210814
35,0.039126830160723,0.0389054912405136
36,0.0391173234664804,0.0392046263202642
37,0.039110293639832,0.038914181674138
38,0.0391032374862643,0.039194855839014
39,0.039872616171074,0.039996042752113
40,0.0399573950322192,0.0397612928197934
41,0.0395850981211672,0.0391984086197156
42,0.0392379989651905,0.0389276083845358
43,0.0391518963962819,0.0389134286878964
44,0.0391264665289884,0.0388956476862614
45,0.0391082833344338,0.0389408595286882
46,0.0390931710416725,0.0388901208837827
47,0.0390885050021381,0.0388650810107206
48,0.0390787417034553,0.0388103333803323
49,0.0390585639529647,0.0388111779705072
50,0.0390630779921061,0.038816131842442
51,0.039046110291057,0.0387910290215259
52,0.0390426324843203,0.0388638036182293
53,0.0390409023483717,0.0387789795222954
54,0.0390264008947157,0.0388275686746988
55,0.0390264333570203,0.0388233031217868
56,0.0390187848954472,0.0387900396226308
57,0.0390199511710616,0.0387613359743203
58,0.0390081188566686,0.0388484357450252
59,0.0389995732577312,0.0387568234060055
60,0.0389996183294694,0.0387334315440593
61,0.0390086386415249,0.0387239662500528
62,0.0389914949246191,0.0387621369117345
63,0.0389881253814602,0.0388627383762445
64,0.0389758905713156,0.038722103413863
65,0.0389821889883421,0.0387138773997624
66,0.0389670798388973,0.0387434327067473
67,0.0389647519566112,0.0387242401066498
68,0.0389652374576175,0.0387135760333293
69,0.0389637768742055,0.0387103316875604
70,0.038959001831296,0.0386937619783939
71,0.038946425632655,0.038688299843134
72,0.0389559868220091,0.0386943007126832
73,0.0389478920555335,0.0386968147105131
74,0.038944669958904374,0.03869921628099222
